epoch,loss_train,loss_val
1,2331.9423828125,2563.470458984375
2,2229.794921875,2445.000732421875
3,2132.71435546875,2345.032470703125
4,2052.5712890625,2253.258544921875
5,1982.293212890625,2169.29833984375
6,1915.5552978515625,2097.189453125
7,1856.190673828125,2032.9365234375
8,1804.855712890625,1973.4315185546875
9,1756.97021484375,1921.26904296875
10,1713.672119140625,1872.530029296875
11,1672.993896484375,1828.4935302734375
12,1636.9337158203125,1787.5284423828125
13,1603.1783447265625,1749.972412109375
14,1574.0467529296875,1714.9132080078125
15,1546.405517578125,1686.538818359375
16,1523.0574951171875,1659.4224853515625
17,1500.860107421875,1635.4068603515625
18,1480.7666015625,1613.5487060546875
19,1462.0423583984375,1593.544677734375
20,1445.507080078125,1574.1439208984375
21,1430.21923828125,1556.5877685546875
22,1415.95263671875,1541.4500732421875
23,1403.42138671875,1527.882568359375
24,1392.27197265625,1514.8580322265625
25,1382.1143798828125,1504.444091796875
26,1373.4393310546875,1494.5438232421875
27,1365.003173828125,1485.576171875
28,1357.8546142578125,1477.4483642578125
29,1351.2996826171875,1470.788818359375
30,1345.520263671875,1465.12451171875
31,1340.4200439453125,1460.3402099609375
32,1336.0909423828125,1455.639404296875
33,1332.0257568359375,1451.3311767578125
34,1328.3177490234375,1447.6673583984375
35,1324.9415283203125,1444.7447509765625
36,1322.10107421875,1441.8143310546875
37,1319.5030517578125,1438.955078125
38,1316.9365234375,1436.8831787109375
39,1314.7545166015625,1435.0936279296875
40,1312.597412109375,1433.514404296875
41,1310.7882080078125,1431.948486328125
42,1309.08349609375,1430.625244140625
43,1307.5250244140625,1429.43701171875
44,1306.0687255859375,1428.3822021484375
45,1304.7578125,1427.3175048828125
46,1303.4595947265625,1426.338134765625
47,1302.3946533203125,1425.369140625
48,1301.34130859375,1424.49853515625
49,1300.326416015625,1423.600341796875
50,1299.3397216796875,1422.6981201171875
51,1298.3570556640625,1421.81787109375
52,1297.4869384765625,1420.9046630859375
53,1296.5595703125,1420.0172119140625
54,1295.6854248046875,1419.118896484375
55,1294.7916259765625,1418.2432861328125
56,1293.9129638671875,1417.3463134765625
57,1293.0828857421875,1416.4296875
58,1292.21435546875,1415.5418701171875
59,1291.390625,1414.649658203125
60,1290.597900390625,1413.74072265625
61,1289.7489013671875,1412.8504638671875
62,1288.9298095703125,1411.9681396484375
63,1288.1241455078125,1411.0653076171875
64,1287.29443359375,1410.1800537109375
65,1286.4979248046875,1409.26318359375
66,1285.68359375,1408.3585205078125
67,1284.8572998046875,1407.47509765625
68,1284.0430908203125,1406.586669921875
69,1283.228271484375,1405.691162109375
70,1282.40966796875,1404.77880859375
71,1281.593017578125,1403.8985595703125
72,1280.7911376953125,1403.0013427734375
73,1279.98681640625,1402.0792236328125
74,1279.1717529296875,1401.1947021484375
75,1278.381103515625,1400.3055419921875
76,1277.5806884765625,1399.4180908203125
77,1276.7891845703125,1398.5111083984375
78,1275.9874267578125,1397.615234375
79,1275.182861328125,1396.7147216796875
80,1274.3807373046875,1395.826904296875
81,1273.58251953125,1394.9356689453125
82,1272.8028564453125,1394.022216796875
83,1271.9725341796875,1393.162841796875
84,1271.224365234375,1392.221923828125
85,1270.3978271484375,1391.3355712890625
86,1269.6134033203125,1390.453369140625
87,1268.8187255859375,1389.585205078125
88,1268.0498046875,1388.6827392578125
89,1267.2530517578125,1387.7916259765625
90,1266.44970703125,1386.9178466796875
91,1265.6669921875,1386.0220947265625
92,1264.870361328125,1385.12841796875
93,1264.0672607421875,1384.2296142578125
94,1263.2672119140625,1383.311767578125
95,1262.457763671875,1382.4071044921875
96,1261.65478515625,1381.509033203125
97,1260.8719482421875,1380.6146240234375
98,1260.0755615234375,1379.7362060546875
99,1259.29541015625,1378.8541259765625
100,1258.5245361328125,1377.9425048828125
