epoch,loss_train,loss_val
1,2146.75048828125,1844.076904296875
2,2046.74658203125,1764.5225830078125
3,1962.1259765625,1694.0050048828125
4,1883.314208984375,1632.44384765625
5,1813.2293701171875,1576.822509765625
6,1750.98193359375,1525.5330810546875
7,1696.340087890625,1477.71240234375
8,1645.4991455078125,1438.1807861328125
9,1605.8162841796875,1402.886962890625
10,1563.9737548828125,1377.068115234375
11,1531.1337890625,1354.2264404296875
12,1499.658447265625,1333.909423828125
13,1471.242431640625,1316.517578125
14,1448.23193359375,1303.6600341796875
15,1428.3634033203125,1291.8590087890625
16,1411.94775390625,1280.4317626953125
17,1395.9737548828125,1271.02978515625
18,1384.1815185546875,1261.7215576171875
19,1372.1087646484375,1255.156494140625
20,1362.7225341796875,1248.7781982421875
21,1355.03955078125,1243.044921875
22,1348.2314453125,1237.585693359375
23,1341.9080810546875,1232.966796875
24,1336.61572265625,1229.9306640625
25,1331.9659423828125,1227.3524169921875
26,1327.05859375,1225.181396484375
27,1323.1778564453125,1222.8953857421875
28,1319.494384765625,1220.6993408203125
29,1315.6123046875,1218.8756103515625
30,1312.3853759765625,1217.129638671875
31,1308.9100341796875,1215.7022705078125
32,1306.557861328125,1214.4061279296875
33,1304.49951171875,1213.031494140625
34,1302.4051513671875,1211.6905517578125
35,1300.3291015625,1210.394287109375
36,1298.5174560546875,1209.113525390625
37,1296.6810302734375,1207.9102783203125
38,1294.944580078125,1206.6141357421875
39,1293.1004638671875,1205.5660400390625
40,1291.42333984375,1204.598388671875
41,1289.7607421875,1203.658447265625
42,1288.0665283203125,1202.7210693359375
43,1286.3680419921875,1201.837158203125
44,1284.8660888671875,1200.8929443359375
45,1283.2706298828125,1199.988037109375
46,1281.8336181640625,1199.0650634765625
47,1280.472900390625,1198.1549072265625
48,1279.1717529296875,1197.271484375
49,1277.94775390625,1196.3919677734375
50,1276.7481689453125,1195.508056640625
51,1275.5648193359375,1194.61181640625
52,1274.44384765625,1193.7724609375
53,1273.428955078125,1192.8846435546875
54,1272.4022216796875,1192.031982421875
55,1271.4307861328125,1191.1788330078125
56,1270.4197998046875,1190.338134765625
57,1269.4442138671875,1189.498046875
58,1268.4781494140625,1188.678466796875
59,1267.450927734375,1187.92041015625
60,1266.4669189453125,1187.1397705078125
61,1265.4627685546875,1186.36279296875
62,1264.4237060546875,1185.5794677734375
63,1263.4415283203125,1184.7945556640625
64,1262.4658203125,1184.014404296875
65,1261.4561767578125,1183.2279052734375
66,1260.543701171875,1182.44091796875
67,1259.63818359375,1181.6688232421875
68,1258.706787109375,1180.912109375
69,1257.8240966796875,1180.11767578125
70,1256.9134521484375,1179.361328125
71,1256.0087890625,1178.564697265625
72,1255.0950927734375,1177.8056640625
73,1254.207275390625,1177.013671875
74,1253.297119140625,1176.2459716796875
75,1252.3800048828125,1175.4952392578125
76,1251.4923095703125,1174.7279052734375
77,1250.6346435546875,1173.9234619140625
78,1249.717041015625,1173.1671142578125
79,1248.84619140625,1172.4114990234375
80,1248.0157470703125,1171.621337890625
81,1247.150146484375,1170.861328125
82,1246.2550048828125,1170.091796875
83,1245.3798828125,1169.31591796875
84,1244.4910888671875,1168.53076171875
85,1243.635009765625,1167.7581787109375
86,1242.79150390625,1166.98291015625
87,1241.979736328125,1166.204345703125
88,1241.1734619140625,1165.43359375
89,1240.3602294921875,1164.663330078125
90,1239.54833984375,1163.8839111328125
91,1238.7330322265625,1163.1097412109375
92,1237.91943359375,1162.349365234375
93,1237.1201171875,1161.570068359375
94,1236.31103515625,1160.814453125
95,1235.50244140625,1160.0482177734375
96,1234.686767578125,1159.2835693359375
97,1233.8892822265625,1158.5164794921875
98,1233.0765380859375,1157.7655029296875
99,1232.2806396484375,1156.9986572265625
100,1231.4656982421875,1156.2215576171875
