epoch,loss_train,loss_val
1,1211.7567138671875,1235.9776611328125
2,1040.9715576171875,1053.5599365234375
3,840.990966796875,824.3143920898438
4,632.91796875,593.3062133789062
5,429.4416198730469,421.4481201171875
6,300.1446838378906,322.8182067871094
7,252.6823272705078,280.1571350097656
8,227.5122833251953,261.0354919433594
9,212.53497314453125,243.7871551513672
10,199.30751037597656,226.18641662597656
11,185.3865203857422,211.07391357421875
12,172.8962860107422,197.84681701660156
13,162.01046752929688,185.24227905273438
14,151.92434692382812,173.88864135742188
15,141.87030029296875,163.08547973632812
16,132.9090576171875,152.8361053466797
17,124.22434997558594,144.12962341308594
18,116.5206527709961,135.6348114013672
19,108.95157623291016,127.34854888916016
20,101.81318664550781,119.7164306640625
21,95.66845703125,113.04253387451172
22,89.76929473876953,106.90117645263672
23,84.37652587890625,101.5565414428711
24,80.70069122314453,95.74358367919922
25,75.25015258789062,91.27804565429688
26,71.14453887939453,86.93633270263672
27,67.79222869873047,83.17779541015625
28,64.23007202148438,79.7969970703125
29,61.498470306396484,76.46935272216797
30,58.885833740234375,73.64073944091797
31,56.186553955078125,70.88712310791016
32,53.95793151855469,68.27352142333984
33,51.972137451171875,65.71597290039062
34,50.089054107666016,63.55670166015625
35,48.716732025146484,61.59073257446289
36,47.34120559692383,59.71002960205078
37,45.44902038574219,58.12267303466797
38,44.39952087402344,56.33449935913086
39,43.155784606933594,54.95840072631836
40,42.059452056884766,54.11583709716797
41,41.0872802734375,52.1818962097168
42,39.610591888427734,51.117584228515625
43,38.81299591064453,49.6918830871582
44,37.712005615234375,48.86761474609375
45,36.90726852416992,47.771034240722656
46,36.79397964477539,46.18090057373047
47,35.09676742553711,45.69066619873047
48,34.59397506713867,44.540130615234375
49,33.93357849121094,43.27198791503906
50,33.76596450805664,42.049896240234375
51,32.473209381103516,42.05488204956055
52,32.05779266357422,40.700313568115234
53,31.48332977294922,39.799076080322266
54,30.99526023864746,39.3238639831543
55,30.253278732299805,38.20726776123047
56,29.948654174804688,37.586708068847656
57,29.526573181152344,37.631500244140625
58,28.89876937866211,36.29243087768555
59,28.5023193359375,35.58660888671875
60,28.129600524902344,34.80645751953125
61,27.76641082763672,34.83006286621094
62,27.33425521850586,33.88914489746094
63,27.018680572509766,33.36837387084961
64,26.663484573364258,32.69790267944336
65,26.330663681030273,32.36666488647461
66,25.88144874572754,31.972074508666992
67,25.672311782836914,31.195884704589844
68,25.213457107543945,30.653759002685547
69,25.237977981567383,30.20619010925293
70,25.313413619995117,29.456470489501953
71,24.395156860351562,29.859825134277344
72,24.202157974243164,28.937881469726562
73,23.923580169677734,28.347700119018555
74,23.913150787353516,28.307275772094727
75,23.327314376831055,27.56876564025879
76,23.733247756958008,27.91789436340332
77,22.854936599731445,26.88507843017578
78,22.771053314208984,26.496543884277344
79,22.726417541503906,26.265010833740234
80,22.361644744873047,26.16512680053711
81,22.185827255249023,25.482603073120117
82,21.913114547729492,26.013694763183594
83,21.5902099609375,25.07266616821289
84,21.34906768798828,24.80616569519043
85,21.233312606811523,24.801034927368164
86,21.06252098083496,24.326335906982422
87,21.699995040893555,23.579437255859375
88,21.25343894958496,24.128765106201172
89,20.630416870117188,23.101381301879883
90,20.348644256591797,23.337182998657227
91,20.116207122802734,22.768905639648438
92,20.21323585510254,22.751983642578125
93,19.71043586730957,22.240049362182617
94,19.741947174072266,22.48188591003418
95,19.65654754638672,21.77250862121582
96,19.234067916870117,21.655366897583008
97,18.94823455810547,21.393423080444336
98,18.93670082092285,21.06881332397461
99,18.788469314575195,20.757709503173828
100,18.446868896484375,21.111989974975586
